id,video_dir,video_name,class,split
0000766,INCLUDE/Means_of_Transportation/11. Car/MVI_3211.MOV,MVI_3211.MOV,car,train
0000767,INCLUDE/Means_of_Transportation/11. Car/MVI_3239.MOV,MVI_3239.MOV,car,train
0000768,INCLUDE/Means_of_Transportation/11. Car/MVI_3238.MOV,MVI_3238.MOV,car,train
0000769,INCLUDE/Means_of_Transportation/11. Car/MVI_3210.MOV,MVI_3210.MOV,car,train
0000770,INCLUDE/Means_of_Transportation/11. Car/MVI_4178.MOV,MVI_4178.MOV,car,train
0000771,INCLUDE/Means_of_Transportation/11. Car/MVI_3175.MOV,MVI_3175.MOV,car,train
0000772,INCLUDE/Means_of_Transportation/11. Car/MVI_3174.MOV,MVI_3174.MOV,car,train
0000773,INCLUDE/Means_of_Transportation/11. Car/MVI_8583.MP4,MVI_8583.MP4,car,val
0000774,INCLUDE/Means_of_Transportation/11. Car/MVI_3116.MOV,MVI_3116.MOV,car,train
0000775,INCLUDE/Means_of_Transportation/11. Car/MVI_3117.MOV,MVI_3117.MOV,car,train
0000776,INCLUDE/Means_of_Transportation/15. Boat/MVI_3131.MOV,MVI_3131.MOV,boat,train
0000777,INCLUDE/Means_of_Transportation/15. Boat/MVI_3252.MOV,MVI_3252.MOV,boat,train
0000778,INCLUDE/Means_of_Transportation/15. Boat/MVI_3250.MOV,MVI_3250.MOV,boat,train
0000779,INCLUDE/Means_of_Transportation/15. Boat/MVI_3251.MOV,MVI_3251.MOV,boat,train
0000780,INCLUDE/Means_of_Transportation/15. Boat/MVI_3191.MOV,MVI_3191.MOV,boat,train
0000781,INCLUDE/Means_of_Transportation/15. Boat/MVI_3190.MOV,MVI_3190.MOV,boat,val
0000782,INCLUDE/Means_of_Transportation/15. Boat/MVI_3187.MOV,MVI_3187.MOV,boat,train
0000783,INCLUDE/Means_of_Transportation/15. Boat/MVI_3222.MOV,MVI_3222.MOV,boat,train
0000784,INCLUDE/Means_of_Transportation/15. Boat/MVI_3223.MOV,MVI_3223.MOV,boat,train
0000785,INCLUDE/Means_of_Transportation/15. Boat/MVI_3221.MOV,MVI_3221.MOV,boat,train
0000786,INCLUDE/Means_of_Transportation/15. Boat/MVI_4189.MOV,MVI_4189.MOV,boat,val
0000787,INCLUDE/Means_of_Transportation/15. Boat/MVI_4188.MOV,MVI_4188.MOV,boat,train
0000788,INCLUDE/Means_of_Transportation/15. Boat/MVI_3158.MOV,MVI_3158.MOV,boat,train
0000789,INCLUDE/Means_of_Transportation/15. Boat/MVI_3189.MOV,MVI_3189.MOV,boat,train
0000790,INCLUDE/Means_of_Transportation/15. Boat/MVI_8595.MP4,MVI_8595.MP4,boat,train
0000791,INCLUDE/Means_of_Transportation/15. Boat/MVI_8594.MP4,MVI_8594.MP4,boat,train
0000792,INCLUDE/Means_of_Transportation/15. Boat/MVI_3129.MOV,MVI_3129.MOV,boat,train
0000793,INCLUDE/Home/31. Kitchen/MVI_4897.MOV,MVI_4897.MOV,kitchen,train
0000794,INCLUDE/Home/31. Kitchen/MVI_4377.MOV,MVI_4377.MOV,kitchen,train
0000795,INCLUDE/Home/31. Kitchen/MVI_4376.MOV,MVI_4376.MOV,kitchen,train
0000796,INCLUDE/Home/31. Kitchen/MVI_9022.MP4,MVI_9022.MP4,kitchen,train
0000797,INCLUDE/Home/31. Kitchen/MVI_9023.MP4,MVI_9023.MP4,kitchen,val
0000798,INCLUDE/Home/31. Kitchen/MVI_4375.MOV,MVI_4375.MOV,kitchen,train
0000799,INCLUDE/Home/31. Kitchen/MVI_8780.MP4,MVI_8780.MP4,kitchen,train
0000800,INCLUDE/Home/31. Kitchen/MVI_8781.MP4,MVI_8781.MP4,kitchen,train
0000801,INCLUDE/Home/31. Kitchen/MVI_4898.MOV,MVI_4898.MOV,kitchen,train
0000802,INCLUDE/Home/31. Kitchen/MVI_8779.MP4,MVI_8779.MP4,kitchen,val
0000803,INCLUDE/Home/31. Kitchen/MVI_8778.MP4,MVI_8778.MP4,kitchen,train
0000804,INCLUDE/Home/24. Table/MVI_4869.MOV,MVI_4869.MOV,table,train
0000805,INCLUDE/Home/24. Table/MVI_4345.MOV,MVI_4345.MOV,table,train
0000806,INCLUDE/Home/24. Table/MVI_4347.MOV,MVI_4347.MOV,table,train
0000807,INCLUDE/Home/24. Table/MVI_9001.MP4,MVI_9001.MP4,table,train
0000808,INCLUDE/Home/24. Table/MVI_9003.MP4,MVI_9003.MP4,table,train
0000809,INCLUDE/Home/24. Table/MVI_9002.MP4,MVI_9002.MP4,table,val
0000810,INCLUDE/Home/24. Table/MVI_4870.MOV,MVI_4870.MOV,table,val
0000811,INCLUDE/Home/24. Table/MVI_4871.MOV,MVI_4871.MOV,table,train
0000812,INCLUDE/Home/24. Table/MVI_8751.MP4,MVI_8751.MP4,table,train
0000813,INCLUDE/Home/24. Table/MVI_8750.MP4,MVI_8750.MP4,table,train
0000814,INCLUDE/Home/24. Table/MVI_8752.MP4,MVI_8752.MP4,table,train
0000815,INCLUDE/Home/37. Book/MVI_4919.MOV,MVI_4919.MOV,book,train
0000816,INCLUDE/Home/37. Book/MVI_9043.MP4,MVI_9043.MP4,book,train
0000817,INCLUDE/Home/37. Book/MVI_9041.MP4,MVI_9041.MP4,book,train
0000818,INCLUDE/Home/37. Book/MVI_4402.MOV,MVI_4402.MOV,book,train
0000819,INCLUDE/Home/37. Book/MVI_4400.MOV,MVI_4400.MOV,book,val
0000820,INCLUDE/Home/37. Book/MVI_4401.MOV,MVI_4401.MOV,book,train
0000821,INCLUDE/Home/37. Book/MVI_8804.MP4,MVI_8804.MP4,book,train
0000822,INCLUDE/Home/37. Book/MVI_8807.MP4,MVI_8807.MP4,book,val
0000823,INCLUDE/Home/37. Book/MVI_8806.MP4,MVI_8806.MP4,book,train
0000824,INCLUDE/Home/37. Book/MVI_4916.MOV,MVI_4916.MOV,book,train
0000825,INCLUDE/Home/37. Book/MVI_4915.MOV,MVI_4915.MOV,book,train
0000826,INCLUDE/Home/38. Page/MVI_9045.MP4,MVI_9045.MP4,page,train
0000827,INCLUDE/Home/38. Page/MVI_9046.MP4,MVI_9046.MP4,page,train
0000828,INCLUDE/Home/38. Page/MVI_4920.MOV,MVI_4920.MOV,page,train
0000829,INCLUDE/Home/38. Page/MVI_8809.MP4,MVI_8809.MP4,page,train
0000830,INCLUDE/Home/38. Page/MVI_4921.MOV,MVI_4921.MOV,page,train
0000831,INCLUDE/Home/38. Page/MVI_4405.MOV,MVI_4405.MOV,page,train
0000832,INCLUDE/Home/38. Page/MVI_4404.MOV,MVI_4404.MOV,page,val
0000833,INCLUDE/Home/38. Page/MVI_4407.MOV,MVI_4407.MOV,page,val
0000834,INCLUDE/Home/38. Page/MVI_8810.MP4,MVI_8810.MP4,page,train
0000835,INCLUDE/Home/38. Page/MVI_8811.MP4,MVI_8811.MP4,page,train
0000836,INCLUDE/Home/38. Page/MVI_8812.MP4,MVI_8812.MP4,page,train
0000837,INCLUDE/Home/43. Lock/MVI_8831.MP4,MVI_8831.MP4,lock,train
0000838,INCLUDE/Home/43. Lock/MVI_8830.MP4,MVI_8830.MP4,lock,train
0000839,INCLUDE/Home/43. Lock/MVI_8833.MP4,MVI_8833.MP4,lock,train
0000840,INCLUDE/Home/43. Lock/MVI_4937.MOV,MVI_4937.MOV,lock,val
0000841,INCLUDE/Home/43. Lock/MVI_4936.MOV,MVI_4936.MOV,lock,val
0000842,INCLUDE/Home/43. Lock/MVI_4424.MOV,MVI_4424.MOV,lock,train
0000843,INCLUDE/Home/43. Lock/MVI_4425.MOV,MVI_4425.MOV,lock,train
0000844,INCLUDE/Home/43. Lock/MVI_4426.MOV,MVI_4426.MOV,lock,train
0000845,INCLUDE/Home/43. Lock/MVI_9062.MP4,MVI_9062.MP4,lock,train
0000846,INCLUDE/Home/43. Lock/MVI_9060.MP4,MVI_9060.MP4,lock,train
0000847,INCLUDE/Home/43. Lock/MVI_9061.MP4,MVI_9061.MP4,lock,train
0000848,INCLUDE/Home/29. Door/MVI_4885.MOV,MVI_4885.MOV,door,train
0000849,INCLUDE/Home/29. Door/MVI_4884.MOV,MVI_4884.MOV,door,train
0000850,INCLUDE/Home/29. Door/MVI_8771.MP4,MVI_8771.MP4,door,val
0000851,INCLUDE/Home/29. Door/MVI_8773.MP4,MVI_8773.MP4,door,train
0000852,INCLUDE/Home/29. Door/MVI_8772.MP4,MVI_8772.MP4,door,train
0000853,INCLUDE/Home/29. Door/MVI_4366.MOV,MVI_4366.MOV,door,val
0000854,INCLUDE/Home/29. Door/MVI_9018.MP4,MVI_9018.MP4,door,train
0000855,INCLUDE/Home/29. Door/MVI_4367.MOV,MVI_4367.MOV,door,train
0000856,INCLUDE/Home/29. Door/MVI_9017.MP4,MVI_9017.MP4,door,train
0000857,INCLUDE/Home/29. Door/MVI_9016.MP4,MVI_9016.MP4,door,train
0000858,INCLUDE/Home/29. Door/MVI_4368.MOV,MVI_4368.MOV,door,train
0000859,INCLUDE/Home/28. Window/MVI_4881.MOV,MVI_4881.MOV,window,train
0000860,INCLUDE/Home/28. Window/MVI_8767.MP4,MVI_8767.MP4,window,val
0000861,INCLUDE/Home/28. Window/MVI_4882.MOV,MVI_4882.MOV,window,val
0000862,INCLUDE/Home/28. Window/MVI_8766.MP4,MVI_8766.MP4,window,train
0000863,INCLUDE/Home/28. Window/MVI_4365.MOV,MVI_4365.MOV,window,train
0000864,INCLUDE/Home/28. Window/MVI_4363.MOV,MVI_4363.MOV,window,train
0000865,INCLUDE/Home/28. Window/MVI_9013.MP4,MVI_9013.MP4,window,train
0000866,INCLUDE/Home/28. Window/MVI_9014.MP4,MVI_9014.MP4,window,train
0000867,INCLUDE/Home/28. Window/MVI_9015.MP4,MVI_9015.MP4,window,train
0000868,INCLUDE/Home/28. Window/MVI_8768.MP4,MVI_8768.MP4,window,train
0000869,INCLUDE/Home/28. Window/MVI_8769.MP4,MVI_8769.MP4,window,train
0000870,INCLUDE/Home/40. Paint/MVI_8819.MP4,MVI_8819.MP4,paint,train
0000871,INCLUDE/Home/40. Paint/MVI_9051.MP4,MVI_9051.MP4,paint,train
0000872,INCLUDE/Home/40. Paint/MVI_8818.MP4,MVI_8818.MP4,paint,train
0000873,INCLUDE/Home/40. Paint/MVI_9053.MP4,MVI_9053.MP4,paint,val
0000874,INCLUDE/Home/40. Paint/MVI_4927.MOV,MVI_4927.MOV,paint,train
0000875,INCLUDE/Home/40. Paint/MVI_8820.MP4,MVI_8820.MP4,paint,train
0000876,INCLUDE/Home/40. Paint/MVI_8821.MP4,MVI_8821.MP4,paint,train
0000877,INCLUDE/Home/40. Paint/MVI_4414.MOV,MVI_4414.MOV,paint,val
0000878,INCLUDE/Home/40. Paint/MVI_4415.MOV,MVI_4415.MOV,paint,train
0000879,INCLUDE/Home/40. Paint/MVI_4412.MOV,MVI_4412.MOV,paint,train
0000880,INCLUDE/Home/40. Paint/MVI_8817.MP4,MVI_8817.MP4,paint,train
0000881,INCLUDE/Home/40. Paint/MVI_4928.MOV,MVI_4928.MOV,paint,train
0000882,INCLUDE/Home/49. Ring/MVI_9087.MP4,MVI_9087.MP4,ring,train
0000883,INCLUDE/Home/49. Ring/MVI_9086.MP4,MVI_9086.MP4,ring,val
0000884,INCLUDE/Home/49. Ring/MVI_4449.MOV,MVI_4449.MOV,ring,train
0000885,INCLUDE/Home/49. Ring/MVI_9085.MP4,MVI_9085.MP4,ring,train
0000886,INCLUDE/Home/49. Ring/MVI_4953.MOV,MVI_4953.MOV,ring,train
0000887,INCLUDE/Home/49. Ring/MVI_4954.MOV,MVI_4954.MOV,ring,train
0000888,INCLUDE/Home/49. Ring/MVI_4955.MOV,MVI_4955.MOV,ring,val
0000889,INCLUDE/Home/49. Ring/MVI_8856.MP4,MVI_8856.MP4,ring,train
0000890,INCLUDE/Home/49. Ring/MVI_8859.MP4,MVI_8859.MP4,ring,train
0000891,INCLUDE/Home/49. Ring/MVI_4450.MOV,MVI_4450.MOV,ring,train
0000892,INCLUDE/Home/49. Ring/MVI_4451.MOV,MVI_4451.MOV,ring,train
0000893,INCLUDE/Home/50. Tool/MVI_9090.MP4,MVI_9090.MP4,tool,train
0000894,INCLUDE/Home/50. Tool/MVI_4957.MOV,MVI_4957.MOV,tool,train
0000895,INCLUDE/Home/50. Tool/MVI_4956.MOV,MVI_4956.MOV,tool,train
0000896,INCLUDE/Home/50. Tool/MVI_4958.MOV,MVI_4958.MOV,tool,train
0000897,INCLUDE/Home/50. Tool/MVI_8861.MP4,MVI_8861.MP4,tool,train
0000898,INCLUDE/Home/50. Tool/MVI_8860.MP4,MVI_8860.MP4,tool,val
0000899,INCLUDE/Home/50. Tool/MVI_8862.MP4,MVI_8862.MP4,tool,train
0000900,INCLUDE/Home/50. Tool/MVI_4455.MOV,MVI_4455.MOV,tool,val
0000901,INCLUDE/Home/50. Tool/MVI_4454.MOV,MVI_4454.MOV,tool,train
0000902,INCLUDE/Home/50. Tool/MVI_4453.MOV,MVI_4453.MOV,tool,train
0000903,INCLUDE/Home/50. Tool/MVI_9088.MP4,MVI_9088.MP4,tool,train
0000904,INCLUDE/Home/33. Pencil/MVI_8789.MP4,MVI_8789.MP4,pencil,train
0000905,INCLUDE/Home/33. Pencil/MVI_8788.MP4,MVI_8788.MP4,pencil,train
0000906,INCLUDE/Home/33. Pencil/MVI_9031.MP4,MVI_9031.MP4,pencil,train
0000907,INCLUDE/Home/33. Pencil/MVI_4384.MOV,MVI_4384.MOV,pencil,train
0000908,INCLUDE/Home/33. Pencil/MVI_4385.MOV,MVI_4385.MOV,pencil,train
0000909,INCLUDE/Home/33. Pencil/MVI_9029.MP4,MVI_9029.MP4,pencil,train
0000910,INCLUDE/Home/33. Pencil/MVI_4383.MOV,MVI_4383.MOV,pencil,val
0000911,INCLUDE/Home/33. Pencil/MVI_4905.MOV,MVI_4905.MOV,pencil,train
0000912,INCLUDE/Home/33. Pencil/MVI_8786.MP4,MVI_8786.MP4,pencil,train
0000913,INCLUDE/Home/33. Pencil/MVI_8787.MP4,MVI_8787.MP4,pencil,val
0000914,INCLUDE/Home/33. Pencil/MVI_4903.MOV,MVI_4903.MOV,pencil,train
0000915,INCLUDE/Home/35. Photograph/MVI_8798.MP4,MVI_8798.MP4,photograph,train
0000916,INCLUDE/Home/35. Photograph/MVI_4909.MOV,MVI_4909.MOV,photograph,train
0000917,INCLUDE/Home/35. Photograph/MVI_9035.MP4,MVI_9035.MP4,photograph,train
0000918,INCLUDE/Home/35. Photograph/MVI_9036.MP4,MVI_9036.MP4,photograph,val
0000919,INCLUDE/Home/35. Photograph/MVI_9037.MP4,MVI_9037.MP4,photograph,train
0000920,INCLUDE/Home/35. Photograph/MVI_4393.MOV,MVI_4393.MOV,photograph,train
0000921,INCLUDE/Home/35. Photograph/MVI_4392.MOV,MVI_4392.MOV,photograph,train
0000922,INCLUDE/Home/35. Photograph/MVI_4391.MOV,MVI_4391.MOV,photograph,val
0000923,INCLUDE/Home/35. Photograph/MVI_4394.MOV,MVI_4394.MOV,photograph,train
0000924,INCLUDE/Home/35. Photograph/MVI_4911.MOV,MVI_4911.MOV,photograph,train
0000925,INCLUDE/Home/35. Photograph/MVI_8796.MP4,MVI_8796.MP4,photograph,train
0000926,INCLUDE/Home/25. Chair/MVI_4348.MOV,MVI_4348.MOV,chair,train
0000927,INCLUDE/Home/25. Chair/MVI_4349.MOV,MVI_4349.MOV,chair,train
0000928,INCLUDE/Home/25. Chair/MVI_4350.MOV,MVI_4350.MOV,chair,train
0000929,INCLUDE/Home/25. Chair/MVI_9004.MP4,MVI_9004.MP4,chair,train
0000930,INCLUDE/Home/25. Chair/MVI_8757.MP4,MVI_8757.MP4,chair,train
0000931,INCLUDE/Home/25. Chair/MVI_8756.MP4,MVI_8756.MP4,chair,val
0000932,INCLUDE/Home/25. Chair/MVI_8754.MP4,MVI_8754.MP4,chair,train
0000933,INCLUDE/Home/25. Chair/MVI_4873.MOV,MVI_4873.MOV,chair,train
0000934,INCLUDE/Home/25. Chair/MVI_4872.MOV,MVI_4872.MOV,chair,val
0000935,INCLUDE/Home/25. Chair/MVI_8755.MP4,MVI_8755.MP4,chair,train
0000936,INCLUDE/Home/25. Chair/MVI_4874.MOV,MVI_4874.MOV,chair,train
0000937,INCLUDE/Home/39. Key/MVI_9050.MP4,MVI_9050.MP4,key,train
0000938,INCLUDE/Home/39. Key/MVI_4924.MOV,MVI_4924.MOV,key,train
0000939,INCLUDE/Home/39. Key/MVI_4923.MOV,MVI_4923.MOV,key,train
0000940,INCLUDE/Home/39. Key/MVI_4411.MOV,MVI_4411.MOV,key,train
0000941,INCLUDE/Home/39. Key/MVI_4410.MOV,MVI_4410.MOV,key,val
0000942,INCLUDE/Home/39. Key/MVI_4408.MOV,MVI_4408.MOV,key,train
0000943,INCLUDE/Home/39. Key/MVI_8813.MP4,MVI_8813.MP4,key,train
0000944,INCLUDE/Home/39. Key/MVI_8815.MP4,MVI_8815.MP4,key,train
0000945,INCLUDE/Home/39. Key/MVI_9048.MP4,MVI_9048.MP4,key,train
0000946,INCLUDE/Home/39. Key/MVI_9049.MP4,MVI_9049.MP4,key,val
0000947,INCLUDE/Home/39. Key/MVI_8814.MP4,MVI_8814.MP4,key,train
0000948,INCLUDE/Home/42. Paper/MVI_4932.MOV,MVI_4932.MOV,paper,train
0000949,INCLUDE/Home/42. Paper/MVI_8826.MP4,MVI_8826.MP4,paper,train
0000950,INCLUDE/Home/42. Paper/MVI_8827.MP4,MVI_8827.MP4,paper,train
0000951,INCLUDE/Home/42. Paper/MVI_4933.MOV,MVI_4933.MOV,paper,train
0000952,INCLUDE/Home/42. Paper/MVI_9057.MP4,MVI_9057.MP4,paper,train
0000953,INCLUDE/Home/42. Paper/MVI_4934.MOV,MVI_4934.MOV,paper,train
0000954,INCLUDE/Home/42. Paper/MVI_4421.MOV,MVI_4421.MOV,paper,train
0000955,INCLUDE/Home/42. Paper/MVI_4420.MOV,MVI_4420.MOV,paper,val
0000956,INCLUDE/Home/42. Paper/MVI_9058.MP4,MVI_9058.MP4,paper,train
0000957,INCLUDE/Home/42. Paper/MVI_8829.MP4,MVI_8829.MP4,paper,val
0000958,INCLUDE/Home/42. Paper/MVI_8828.MP4,MVI_8828.MP4,paper,train
0000959,INCLUDE/Home/44. Telephone/MVI_8837.MP4,MVI_8837.MP4,telephone,train
0000960,INCLUDE/Home/44. Telephone/MVI_8836.MP4,MVI_8836.MP4,telephone,train
0000961,INCLUDE/Home/44. Telephone/MVI_8835.MP4,MVI_8835.MP4,telephone,train
0000962,INCLUDE/Home/44. Telephone/MVI_4429.MOV,MVI_4429.MOV,telephone,val
0000963,INCLUDE/Home/44. Telephone/MVI_4940.MOV,MVI_4940.MOV,telephone,train
0000964,INCLUDE/Home/44. Telephone/MVI_4430.MOV,MVI_4430.MOV,telephone,train
0000965,INCLUDE/Home/44. Telephone/MVI_4938.MOV,MVI_4938.MOV,telephone,train
0000966,INCLUDE/Home/44. Telephone/MVI_9071.MP4,MVI_9071.MP4,telephone,val
0000967,INCLUDE/Home/44. Telephone/MVI_9070.MP4,MVI_9070.MP4,telephone,train
0000968,INCLUDE/Home/44. Telephone/MVI_4939.MOV,MVI_4939.MOV,telephone,train
0000969,INCLUDE/Home/44. Telephone/MVI_9072.MP4,MVI_9072.MP4,telephone,train
0000970,INCLUDE/Home/36. Soap/MVI_9040.MP4,MVI_9040.MP4,soap,train
0000971,INCLUDE/Home/36. Soap/MVI_4398.MOV,MVI_4398.MOV,soap,train
0000972,INCLUDE/Home/36. Soap/MVI_9039.MP4,MVI_9039.MP4,soap,train
0000973,INCLUDE/Home/36. Soap/MVI_9038.MP4,MVI_9038.MP4,soap,val
0000974,INCLUDE/Home/36. Soap/MVI_4395.MOV,MVI_4395.MOV,soap,val
0000975,INCLUDE/Home/36. Soap/MVI_4397.MOV,MVI_4397.MOV,soap,train
0000976,INCLUDE/Home/36. Soap/MVI_4912.MOV,MVI_4912.MOV,soap,train
0000977,INCLUDE/Home/36. Soap/MVI_8802.MP4,MVI_8802.MP4,soap,train
0000978,INCLUDE/Home/36. Soap/MVI_8803.MP4,MVI_8803.MP4,soap,train
0000979,INCLUDE/Home/36. Soap/MVI_8801.MP4,MVI_8801.MP4,soap,train
0000980,INCLUDE/Home/36. Soap/MVI_4914.MOV,MVI_4914.MOV,soap,train
0000981,INCLUDE/Home/26. Bed/MVI_8761.MP4,MVI_8761.MP4,bed,train
0000982,INCLUDE/Home/26. Bed/MVI_8760.MP4,MVI_8760.MP4,bed,val
0000983,INCLUDE/Home/26. Bed/MVI_8758.MP4,MVI_8758.MP4,bed,val
0000984,INCLUDE/Home/26. Bed/MVI_8759.MP4,MVI_8759.MP4,bed,train
0000985,INCLUDE/Home/26. Bed/MVI_9009.MP4,MVI_9009.MP4,bed,train
0000986,INCLUDE/Home/26. Bed/MVI_9008.MP4,MVI_9008.MP4,bed,train
0000987,INCLUDE/Home/26. Bed/MVI_9007.MP4,MVI_9007.MP4,bed,train
0000988,INCLUDE/Home/26. Bed/MVI_4353.MOV,MVI_4353.MOV,bed,train
0000989,INCLUDE/Home/26. Bed/MVI_4352.MOV,MVI_4352.MOV,bed,train
0000990,INCLUDE/Home/26. Bed/MVI_4876.MOV,MVI_4876.MOV,bed,train
0000991,INCLUDE/Home/26. Bed/MVI_4877.MOV,MVI_4877.MOV,bed,train
0000992,INCLUDE/Home/34. Pen/MVI_4908.MOV,MVI_4908.MOV,pen,val
0000993,INCLUDE/Home/34. Pen/MVI_9032.MP4,MVI_9032.MP4,pen,train
0000994,INCLUDE/Home/34. Pen/MVI_4388.MOV,MVI_4388.MOV,pen,val
0000995,INCLUDE/Home/34. Pen/MVI_9034.MP4,MVI_9034.MP4,pen,train
0000996,INCLUDE/Home/34. Pen/MVI_4389.MOV,MVI_4389.MOV,pen,train
0000997,INCLUDE/Home/34. Pen/MVI_4387.MOV,MVI_4387.MOV,pen,train
0000998,INCLUDE/Home/34. Pen/MVI_4390.MOV,MVI_4390.MOV,pen,train
0000999,INCLUDE/Home/34. Pen/MVI_8794.MP4,MVI_8794.MP4,pen,train
0001000,INCLUDE/Home/34. Pen/MVI_8795.MP4,MVI_8795.MP4,pen,train
0001001,INCLUDE/Home/34. Pen/MVI_4906.MOV,MVI_4906.MOV,pen,train
0001002,INCLUDE/Home/34. Pen/MVI_8791.MP4,MVI_8791.MP4,pen,train
0001003,INCLUDE/Home/45. Bag/MVI_8840.MP4,MVI_8840.MP4,bag,train
0001004,INCLUDE/Home/45. Bag/MVI_4941.MOV,MVI_4941.MOV,bag,val
0001005,INCLUDE/Home/45. Bag/MVI_4942.MOV,MVI_4942.MOV,bag,train
0001006,INCLUDE/Home/45. Bag/MVI_4436.MOV,MVI_4436.MOV,bag,train
0001007,INCLUDE/Home/45. Bag/MVI_4433.MOV,MVI_4433.MOV,bag,train
0001008,INCLUDE/Home/45. Bag/MVI_4432.MOV,MVI_4432.MOV,bag,val
0001009,INCLUDE/Home/45. Bag/MVI_8838.MP4,MVI_8838.MP4,bag,train
0001010,INCLUDE/Home/45. Bag/MVI_8839.MP4,MVI_8839.MP4,bag,train
0001011,INCLUDE/Home/45. Bag/MVI_9073.MP4,MVI_9073.MP4,bag,train
0001012,INCLUDE/Home/45. Bag/MVI_9074.MP4,MVI_9074.MP4,bag,train
0001013,INCLUDE/Home/45. Bag/MVI_9075.MP4,MVI_9075.MP4,bag,train
0001014,INCLUDE/Home/46. Box/MVI_9078.MP4,MVI_9078.MP4,box,train
0001015,INCLUDE/Home/46. Box/MVI_4946.MOV,MVI_4946.MOV,box,val
0001016,INCLUDE/Home/46. Box/MVI_4945.MOV,MVI_4945.MOV,box,train
0001017,INCLUDE/Home/46. Box/MVI_8845.MP4,MVI_8845.MP4,box,train
0001018,INCLUDE/Home/46. Box/MVI_8844.MP4,MVI_8844.MP4,box,train
0001019,INCLUDE/Home/46. Box/MVI_4944.MOV,MVI_4944.MOV,box,train
0001020,INCLUDE/Home/46. Box/MVI_4438.MOV,MVI_4438.MOV,box,train
0001021,INCLUDE/Home/46. Box/MVI_8843.MP4,MVI_8843.MP4,box,val
0001022,INCLUDE/Home/46. Box/MVI_8842.MP4,MVI_8842.MP4,box,train
0001023,INCLUDE/Home/46. Box/MVI_4437.MOV,MVI_4437.MOV,box,train
0001024,INCLUDE/Home/46. Box/MVI_4440.MOV,MVI_4440.MOV,box,train
0001025,INCLUDE/Home/32. Bathroom/MVI_9026.MP4,MVI_9026.MP4,bathroom,train
0001026,INCLUDE/Home/32. Bathroom/MVI_9025.MP4,MVI_9025.MP4,bathroom,train
0001027,INCLUDE/Home/32. Bathroom/MVI_4379.MOV,MVI_4379.MOV,bathroom,train
0001028,INCLUDE/Home/32. Bathroom/MVI_4381.MOV,MVI_4381.MOV,bathroom,train
0001029,INCLUDE/Home/32. Bathroom/MVI_4380.MOV,MVI_4380.MOV,bathroom,val
0001030,INCLUDE/Home/32. Bathroom/MVI_8783.MP4,MVI_8783.MP4,bathroom,train
0001031,INCLUDE/Home/32. Bathroom/MVI_8782.MP4,MVI_8782.MP4,bathroom,train
0001032,INCLUDE/Home/32. Bathroom/MVI_4902.MOV,MVI_4902.MOV,bathroom,train
0001033,INCLUDE/Home/32. Bathroom/MVI_8785.MP4,MVI_8785.MP4,bathroom,train
0001034,INCLUDE/Home/32. Bathroom/MVI_8784.MP4,MVI_8784.MP4,bathroom,train
0001035,INCLUDE/Home/32. Bathroom/MVI_4900.MOV,MVI_4900.MOV,bathroom,val
0001036,INCLUDE/Home/30. Bedroom/MVI_8776.MP4,MVI_8776.MP4,bedroom,train
0001037,INCLUDE/Home/30. Bedroom/MVI_4887.MOV,MVI_4887.MOV,bedroom,train
0001038,INCLUDE/Home/30. Bedroom/MVI_8775.MP4,MVI_8775.MP4,bedroom,train
0001039,INCLUDE/Home/30. Bedroom/MVI_8774.MP4,MVI_8774.MP4,bedroom,val
0001040,INCLUDE/Home/30. Bedroom/MVI_4896.MOV,MVI_4896.MOV,bedroom,val
0001041,INCLUDE/Home/30. Bedroom/MVI_4371.MOV,MVI_4371.MOV,bedroom,train
0001042,INCLUDE/Home/30. Bedroom/MVI_4370.MOV,MVI_4370.MOV,bedroom,train
0001043,INCLUDE/Home/30. Bedroom/MVI_9019.MP4,MVI_9019.MP4,bedroom,train
0001044,INCLUDE/Home/30. Bedroom/MVI_4373.MOV,MVI_4373.MOV,bedroom,train
0001045,INCLUDE/Home/30. Bedroom/MVI_9020.MP4,MVI_9020.MP4,bedroom,train
0001046,INCLUDE/Home/30. Bedroom/MVI_4888.MOV,MVI_4888.MOV,bedroom,train
0001047,INCLUDE/Home/27. Dream/MVI_8762.MP4,MVI_8762.MP4,dream,train
0001048,INCLUDE/Home/27. Dream/MVI_4878.MOV,MVI_4878.MOV,dream,train
0001049,INCLUDE/Home/27. Dream/MVI_8763.MP4,MVI_8763.MP4,dream,train
0001050,INCLUDE/Home/27. Dream/MVI_8764.MP4,MVI_8764.MP4,dream,train
0001051,INCLUDE/Home/27. Dream/MVI_4880.MOV,MVI_4880.MOV,dream,train
0001052,INCLUDE/Home/27. Dream/MVI_8765.MP4,MVI_8765.MP4,dream,train
0001053,INCLUDE/Home/27. Dream/MVI_4359.MOV,MVI_4359.MOV,dream,train
0001054,INCLUDE/Home/27. Dream/MVI_4360.MOV,MVI_4360.MOV,dream,val
0001055,INCLUDE/Home/27. Dream/MVI_4361.MOV,MVI_4361.MOV,dream,train
0001056,INCLUDE/Home/27. Dream/MVI_9011.MP4,MVI_9011.MP4,dream,val
0001057,INCLUDE/Home/27. Dream/MVI_4357.MOV,MVI_4357.MOV,dream,train
0001058,INCLUDE/Home/48. Card/MVI_9084.MP4,MVI_9084.MP4,card,train
